START STOP SIZE STRAND GENE
82848326 84312086 1463760 - DLG2
98397080 99732683 1335603 + CNTN5
131790086 132907613 1117527 - OPCML
20647711 21553576 905865 + NELL1
24475131 25060758 585627 + LUZP2
125799684 126375615 575931 - KIRREL3
87880625 88420838 540213 - GRM5
9756789 10272296 515507 - SBF2
15949899 16454494 504595 - SOX6
131285921 131711925 426004 + HNT
19691487 20099722 408235 + NAV2
2422796 2826915 404119 + KCNQ1
44537174 44929010 391836 - TP53I11
116803698 117173186 369488 - DSCAML1
104986934 105355676 368742 + GRIA4
95351087 95715992 364905 - MAML2
11248998 11600128 351130 - GALNTL4
26309546 26641411 331865 + TMEM16C
106063119 106394381 331262 - GUCY1A2
114550226 114880325 330099 - CADM1
75203922 75531342 327420 + UVRAG
120036237 120362179 325942 + GRIK4
72225438 72530739 305301 - FCHSD2
30808500 31105788 297288 - DCDC5
35922187 36209417 287230 + LDLRAD3
86426712 86712216 285504 + TMEM135
108041025 108316856 275831 + DDX10
31487900 31761895 273995 + ELP4
103283127 103540099 256972 - PDGFD
116219329 116474203 254874 - KIAA0999
3833508 4071015 237507 + STIM1
85829799 86060888 231089 - ME3
46914826 47142505 227679 + C11orf49
14621906 14848926 227020 + PDE3B
16765787 16992535 226748 - PLEKHA7
17766174 17991213 225039 - SERGEF
28088434 28311519 223085 + METT5D1
8671475 8889074 217599 - ST5
7229756 7446844 217088 + SYT9
34129110 34335378 206268 - ABTB2
77603989 77806414 202425 - GAB2
8369993 8572079 202086 - STK33
46374539 46569490 194951 - FLJ20294
69991608 70185520 193912 - SHANK2
113435658 113626568 190910 + ZBTB16
47958688 48146246 187558 + PTPRJ
12742300 12922859 180559 + TEAD1
40092328 40272240 179912 - LRRC4C
120828129 121005610 177481 + SORL1
43658880 43834744 175864 + HSD17B12
65594399 65768789 174390 + PACS1
30388349 30558616 170267 - MPPED2
35229328 35397372 168044 - SLC1A2
63522606 63690094 167488 - LRP16
88699159 88864301 165142 - NOX4
122031639 122190390 158751 + STS-1
77054922 77209528 154606 - RSF1
67984774 68139375 154601 + SAPS3
12355678 12508919 153241 + PARVA
12088713 12241908 153195 + MICAL2
119713155 119865855 152700 + ARHGEF12
76710708 76862581 151873 - PAK1
44073674 44223555 149881 + EXT2
35640928 35786333 145405 + TRIM44
22646229 22791122 144893 + GAS2
107599052 107741966 142914 + ATM
71681119 71823216 142097 - CLPB
7491628 7631558 139930 + PPFIBP2
14482998 14621739 138741 - PSMA1
77824887 77963367 138480 - NARS2
66644073 66781717 137644 + FBXL11
67836710 67973317 136607 + LRP5
107707137 107843438 136301 - C11orf65
109952975 110088661 135686 - ARHGAP20
43337066 43472069 135003 + TTC17
100827582 100959869 132287 - TRPC6
45072139 45203479 131340 + PRDM11
106702292 106830406 128114 - CWF19L2
9116952 9243447 126495 - RAB6IP1
110978379 111102840 124461 + SNF1LK2
122448244 122571217 122973 - ASAM
101486540 101609356 122816 + YAP1
3652816 3775468 122652 - NUP98
20365678 20487349 121671 + PRMT3
10553882 10672111 118229 - MRVI1
88550687 88668474 117787 + TYR
64130221 64247236 117015 - NRXN2
77267415 77383365 115950 - INTS4
11820140 11934691 114551 + USP47
69794470 69908148 113678 + PPFIA1
61957591 62070908 113317 - AHNAK
85346133 85457756 111623 - PICALM
69602293 69713281 110988 + TMEM16A
13255925 13365386 109461 + ARNTL
31240747 31347897 107150 - DCDC1
27344085 27450869 106784 - LGR4
75833716 75940236 106520 + C11orf30
66372572 66478456 105884 - PC
129274811 129377940 103129 - PRDM10
46721659 46824419 102760 - CKAP5
125335783 125438397 102614 - CDON
118582199 118684068 101869 + CBL
66268782 66367375 98593 + FLJ22531
71964833 72063060 98227 - PDE2A
107384854 107482773 97919 + CUL5
35409953 35503752 93799 - DKFZP586H2123
35116992 35210524 93532 + CD44
100414312 100506465 92153 - PGR
95205693 95296920 91227 - MTMR2
74823333 74914515 91182 - GDPD5
119014017 119104645 90628 - PVRL1
82370126 82460532 90406 - RAB30
36354130 36443329 89199 + FLJ14213
117812414 117901146 88732 + MLL
120478584 120566725 88141 + TECTA
129601781 129689717 87936 - ZBTB44
9642228 9729945 87717 + SWAP70
27998741 28086223 87482 - KIF18A
76516957 76603931 86974 + MYO7A
22171297 22257975 86678 + TMEM16E
74654129 74740521 86392 - ARRB1
27019573 27105930 86357 + BBOX1
101290962 101377000 86038 + KIAA1377
73064332 73149849 85517 - RAB6A
116703780 116789194 85414 + CEP164
915880 1000919 85039 + AP2A2
47446521 47531264 84743 - CUGBP1
107884885 107969570 84685 - EXPH5
68281656 68365881 84225 - CPT1A
17371008 17455025 84017 - ABCC8
73560015 73643395 83380 + PPME1
133444029 133526858 82829 + JAM3
74975611 75057127 81516 - MAP6
14256871 14337289 80418 - RRAS2
17067860 17147864 80004 - PIK3C2A
119616255 119695863 79608 + POU2F3
34894740 34974092 79352 + PDHX
63205497 63283937 78440 + RTN3
3064921 3143116 78195 - OSBPL5
