START STOP SIZE STRAND GENE
48121155 49311286 1190131 + DCC
7557816 8396852 839036 + PTPRM
28771586 29274683 503097 - C18orf34
32131699 32614016 482317 + FHOD3
65219270 65660357 441087 + DOK6
13208794 13642753 433959 + C18orf1
44824169 45241077 416908 - DYM
30327278 30725363 398085 + DTNA
32663077 33059285 396208 + KIAA1328
6019387 6404901 385514 - L3MBTL4
3488836 3870135 381299 - DLGAP1
38577190 38949655 372465 - RIT2
29686409 30057513 371104 - NOL4
40535466 40898771 363305 + SETBP1
51045966 51406441 360475 - TCF4
52490744 52848019 357275 + WDR7
53862777 54216369 353592 + NEDD4L
44319424 44643582 324158 + KIAA0427
33087771 33399602 311831 - BRUNOL4
74930384 75239268 308884 + ATP9B
20895888 21186114 290226 - ZNF521
70474281 70762002 287721 + ZNF407
22749594 23019177 269583 - CHST9
17076200 17342674 266474 + KIAA1772
19523559 19789025 265466 + LAMA3
58533713 58798646 264933 + PHLPP
55252128 55515570 263442 - CCBE1
19996010 20231788 235778 - OSBPL1A
23784933 24011189 226256 - CDH2
64655574 64873406 217832 + CCDC102B
28101474 28304445 202971 - FAM59A
65822020 66023942 201922 - RTTN
58941558 59136910 195352 - BCL2
11679264 11871919 192655 + GNAL
309355 490685 181330 - COLEC12
6931887 7107813 175926 - LAMA1
16787532 16944869 157337 - ROCK1
9698302 9852547 154245 + RAB31
3056805 3210106 153301 - MYOM1
5382387 5533986 151599 - EPB41L3
9126800 9273757 146957 + ANKRD12
72665103 72811668 146565 + ZNF236
57862439 58005206 142767 - PIGN
19129978 19271923 141945 - C18orf45
19826734 19966989 140255 + C18orf17
75256759 75390310 133551 + NFATC1
61569136 61699154 130018 + CDH7
17575542 17704908 129366 + MIB1
42168184 42294781 126597 + RNF165
37789196 37915442 126246 + PIK3C3
54681040 54804683 123643 + ZNF532
68565766 68685790 120024 - NETO1
12998498 13115049 116551 + CEP192
8707368 8822074 114706 + KIAA0802
27663901 27777067 113166 - KIAA1012
42646057 42751464 105407 - PIAS2
18989786 19092614 102828 + CABLES1
42780784 42881659 100875 + KATNAL2
30875388 30975813 100425 + MAPRE2
12436511 12536905 100394 - SPIRE1
28506631 28606972 100341 - KLHL14
62322300 62422196 99896 - CDH19
54299463 54398381 98918 - HAK
12775480 12874334 98854 - PTPN2
2906992 3001945 94953 - LPIN2
65681174 65775140 93966 - CD226
18767292 18860445 93153 + RBBP8
42008020 42100944 92924 + C18orf25
43618434 43710924 92490 - SMAD2
42343527 42435624 92097 - LOXHD1
711591 802327 90736 - YES1
