START STOP SIZE STRAND GENE
21786910 22889488 1102578 - CDH12
11024951 11957110 932159 - CTNND2
168025856 168660554 634698 - SLIT3
58302467 58918032 615565 - PDE4D
89890372 90495788 605416 + GPR98
94068956 94646035 577079 - MCTP1
136338887 136862894 524007 - SPOCK1
107223347 107745010 521663 - FBXL17
19508913 20017046 508133 - CDH18
9091858 9599158 507300 - SEMA5A
31675273 32146795 471522 + PDZD2
92979532 93436221 456689 - C5orf21
142130475 142586243 455768 + ARHGAP26
168996870 169442959 446089 + DOCK2
83273881 83716367 442486 - EDIL3
108111421 108551272 439851 + FER
15553304 15992900 439596 + FBXL7
155686344 156125623 439279 + SGCD
170221599 170659623 438024 + RANBP17
45297729 45731977 434248 - HCN1
7449344 7883194 433850 + ADCY2
53216370 53642160 425790 - ARL15
132560050 132976122 416072 - FSTL4
65927963 66318106 390143 + LOC375449
65527900 65903557 375657 + FLJ46010
37415168 37788529 373361 + WDR70
14196828 14562457 365629 + TRIO
33563042 33927881 364839 - ADAMTS12
177597224 177950162 352938 - COL23A1
80751427 81082828 331401 - SSBP2
152850498 153171354 320856 + GRIA1
143530629 143837137 306508 + KCTD16
75734904 76039711 304807 + IQGAP2
42459782 42757682 297900 + GHR
77333906 77626284 292378 - AP3B1
106744249 107034495 290246 - EFNA5
145949259 146238352 289093 - PPP2R2B
81303629 81586524 282895 + ATG10
127621627 127901195 279568 - FBN2
128824001 129100971 276970 + ADAMTS19
82409072 82685333 276261 + XRCC4
16718412 16989139 270727 - MYO10
112389427 112658201 268774 - MCC
57914695 58183162 268467 + RAB3C
80292313 80557709 265396 + RASGRF2
110587980 110848645 260665 + CAMK4
111528597 111782909 254312 - EPB41L4A
160653448 160907708 254260 - GABRB2
13745038 13997589 252551 - DNAH5
138310312 138561882 251570 - SIL1
64100549 64350159 249610 + SDCCAG10
169863625 170096212 232587 + KCNIP1
178473473 178704935 231462 - ADAMTS2
153550487 153780003 229516 + GALNT10
140146059 140372113 226054 + PCDHA1
119827917 120050861 222944 + PRR16
79986294 80208389 222095 + MSH3
140154627 140372113 217486 + PCDHA2
76542461 76758982 216521 + PDE8B
61744350 61960164 215814 + IPO11
140160966 140372113 211147 + PCDHA3
130789502 130998828 209326 - RAPGEF6
78108794 78318113 209319 - ARSB
115448625 115656877 208252 + COMMD10
60276797 60484609 207812 + NDUFA12L
38294289 38500405 206116 + EGFLAM
140166855 140372113 205258 + PCDHA4
41342812 41546487 203675 - PLCXD3
35653745 35850469 196724 + FLJ23577
139207443 139403063 195620 - NRG2
146950898 147142445 191547 - JAKMIP2
140181544 140372113 190569 + PCDHA5
36912741 37101678 188937 + NIPBL
147810925 147996776 185851 - HTR4
140187833 140372113 184280 + PCDHA6
140690435 140872730 182295 + PCDHGA1
138117005 138298621 181616 + CTNNA1
109053054 109231328 178274 + MAN2A1
140194152 140372113 177961 + PCDHA7
167651669 167829340 177671 + WWC1
118435083 118612721 177638 + DMXL1
34692274 34868473 176199 + RAI14
49998569 50173933 175364 + PARP8
140698537 140872730 174193 + PCDHGA2
140201090 140372113 171023 + PCDHA8
126654513 126824807 170294 + MEGF10
140703784 140872730 168946 + PCDHGA3
35099984 35266334 166350 - PRLR
52119892 52285241 165349 + ITGA1
140207540 140372113 164573 + PCDHA9
102229425 102393315 163890 + PAM
5193580 5356920 163340 + ADAMTS16
88051921 88214780 162859 - MEF2C
14762018 14924876 162858 - ANKH
140710011 140872730 162719 + PCDHGB1
176493531 176655367 161836 + NSD1
126233451 126394145 160694 - MARCH3
