START STOP SIZE STRAND GENE
161740081 163119211 1379130 - PARK2
69404157 70156120 751963 + BAI3
20642735 21340611 697876 + CDKAL1
101953674 102623474 669800 + GRIK2
1569040 2190845 621805 - GMDS
62447823 63054091 606268 - KHDRBS2
163118574 163706934 588360 + PACRG
73388555 73962301 573746 + KCNQ5
12825818 13395507 569689 + PHACTR1
128331624 128883416 551792 - PTPRK
44904446 45453648 549202 - SUPT3H
152535028 153050648 515620 - SYNE1
72653447 73167137 513690 + RIMS1
5206725 5716815 510090 + FARS2
51588103 52060382 472279 - PKHD1
16407322 16869700 462378 - ATXN1
166793264 167246182 452918 - RPS6KA2
157191198 157622514 431316 + ARID1B
38250710 38671821 421111 - BTBD9
123580714 123999641 418927 - TRDN
146392111 146800427 408316 + GRM1
39411908 39801159 389251 - KIF6
56430752 56816422 385670 - DST
90692968 91063182 370214 - BACH2
101063330 101422632 359302 - ASCC3
89376717 89730023 353306 - RNGTT
70633168 70978878 345710 + COL19A1
136214526 136558402 343876 + PDE7B
25387755 25728735 340980 + LRRC16
37895610 38230375 334765 + ZFAND3
165714945 166045996 331051 - PDE10A
149110156 149439818 329662 + UST
38798875 39106279 307404 + DNAH8
107580455 107887448 306993 - PDSS2
152220799 152516520 295721 + ESR1
157772965 158065385 292420 + ZDHHC14
133604205 133892353 288148 + EYA4
143423715 143703134 279419 + AIG1
15354505 15630232 275727 + JARID2
4651391 4900776 249385 + CDYL
53991747 54239035 247288 + C6orf142
66101526 66346418 244892 - EGFL11
169674938 169919381 244443 - WDR27
80873082 81112706 239624 + BCKDHB
151278804 151515135 236331 + MTHFD1L
136919880 137155349 235469 - MAP3K5
108722790 108950942 228152 + LACE1
168660586 168886303 225717 + SMOC2
42303842 42527761 223919 - TRERF1
131202182 131426015 223833 - EPB41L2
17871906 18095692 223786 - KIF13A
45404031 45626796 222765 + RUNX2
83977975 84197499 219524 - ME1
143971092 144188885 217793 + PHACTR2
135646817 135860576 213759 - AHI1
112089177 112301320 212143 - FYN
128071038 128281435 210397 - C6orf190
148705421 148914877 209456 + SASH1
430138 638109 207971 - EXOC2
136705565 136913485 207920 - MAP7
154452556 154660114 207558 + OPRM1
111037873 111243105 205232 - CDC2L6
34965018 35167166 202148 + ANKS1A
158704100 158903263 199163 + TULP4
90199650 90397935 198285 + ANKRD6
40467350 40663104 195754 - LRFN2
71434322 71628435 194113 + SMAP1
56029347 56220301 190954 - COL21A1
96570589 96760477 189888 + FUT9
76074521 76260216 185695 - FILIP1
111726970 111911611 184641 - REV3L
24282502 24466259 183757 - DCDC2
7826752 8009596 182844 - TXNDC5
147566567 147748584 182017 + STXBP5
94007859 94185993 178134 - EPHA7
6089316 6265901 176585 - F13A1
90409951 90586163 176212 - MDN1
3214690 3390217 175527 - C6orf85
83658905 83832264 173359 - C6orf157
119540965 119712625 171660 - MAN1A1
107918260 108088067 169807 + FLJ10159
47975303 48144348 169045 - FLJ41841
76515702 76682665 166963 + MYO6
17501714 17666000 164286 + CAP2
10004929 10168908 163979 - OFCC1
118919304 119080376 161072 - C6orf204
163806085 163965303 159218 + QKI
84319331 84475495 156164 - SNAP91
7672008 7826726 154718 + BMP6
12120556 12273214 152658 + HIVEP1
5053652 5206167 152515 - LYRM4
76687781 76839055 151274 - IMPG1
126143999 126293949 149950 + NCOA7
47553898 47702606 148708 + CD2AP
71179989 71327448 147459 + KIAA1411
112536769 112682495 145726 - LAMA4
116528691 116673545 144854 + NT5DC1
142664758 142808343 143585 + GPR126
7053262 7196194 142932 + RREB1
106739044 106880359 141315 - ATG5
15631019 15771250 140231 - DTNBP1
131508153 131646366 138213 + AKAP7
161527517 161665448 137931 - AGPAT4
79707001 79844708 137707 - PHIP
117716222 117853711 137489 - ROS1
160360541 160497992 137451 + IGF2R
97701131 97837773 136642 - C6orf167
111515501 111650906 135405 + SLC16A10
110119160 110253327 134167 + KIAA0274
129939933 130073063 133130 - ARHGAP18
160922925 161055702 132777 - LPA
105282660 105414451 131791 - HACE1
138569923 138701629 131706 + KIAA1244
155540736 155670437 129701 + TIAM2
53767253 53896803 129550 + LRRC1
74462547 74591509 128962 + CD109
151907340 152034441 127101 + C6orf97
42640035 42766889 126854 + UBR2
161383232 161508827 125595 + MAP3K4
109276317 109401877 125560 + ARMC2
105832198 105957662 125464 - PREP
168046368 168171498 125130 + MLLT4
13471797 13595766 123969 - GFOD1
105511615 105635514 123899 + LIN28B
130381426 130504277 122851 + L3MBTL3
158214702 158336518 121816 + SNX9
75850762 75972290 121528 - COL12A1
70442470 70563609 121139 - LMBRD1
153424147 153544503 120356 - RGS17
55728198 55848334 120136 - BMP5
108988761 109108647 119886 + FOXO3A
116369386 116488614 119228 - FRK
119322696 119441511 118815 - C6orf60
158373327 158489977 116650 + SYNJ2
151653622 151770022 116400 + AKAP12
122973075 123089216 116141 + PKIB
35649345 35764692 115347 - FKBP5
159041508 159156311 114803 + SYTL3
76368960 76482901 113941 + SENP6
39868770 39980619 111849 + DAAM2
34097606 34209421 111815 - GRM4
145988132 146098684 110552 - EPM2A
125516577 125626343 109766 + TPD52L1
132000167 132109896 109729 + ENPP3
34663049 34772603 109554 - C6orf106
55147029 55255376 108347 + HCRTR2
150023743 150131506 107763 - LATS1
109414339 109521970 107631 - SESN1
150556346 150663605 107259 + PPP1R14C
160739835 160846425 106590 + SLC22A3
154818546 154923906 105360 - CNKSR3
46296433 46401364 104931 - DSCR1L1
34363975 34468419 104444 - NUDT3
84890690 84994033 103343 - KIAA1009
46625404 46728482 103078 - CYP39A1
24652310 24754362 102052 - KIAA0319
10636574 10737586 101012 + GCNT2
83834103 83934846 100743 + DOPEY1
155146624 155247305 100681 + RBM16
84626123 84726674 100551 + CYB5R4
125346212 125446359 100147 + IBRDC1
36816532 36915198 98666 - CPNE5
170533475 170631868 98393 + FAM120B
41873361 41971077 97716 - USP49
54819527 54914776 95249 + FAM83B
71628086 71722853 94767 - B3GAT2
135323215 135417715 94500 - HBS1L
149680755 149774440 93685 + MAP3K7IP2
34867772 34961095 93323 + C6orf107
17723247 17814797 91550 - NUP153
20510376 20601921 91545 + E2F3
137185415 137276752 91337 + PEX7
13729709 13819775 90066 - RANBP9
86271935 86360348 88413 - SNX14
35908788 35996934 88146 - SRPK1
108298214 108386086 87872 - SEC63
2608869 2696153 87284 - LOC340156
117910512 117997711 87199 + DCBLD1
70982947 71069494 86547 - COL9A1
43152006 43237435 85429 + PTK7
139267313 139351091 83778 - REPS1
132170852 132254043 83191 + ENPP1
36103550 36186513 82963 + MAPK14
53240154 53321901 81747 - ELOVL5
54281161 54362870 81709 + TINAG
18495572 18576827 81255 + IBRDC2
36019272 36100355 81083 - SLC26A8
57062786 57142958 80172 + ZNF451
52470158 52549821 79663 - TRAM2
146247644 146326926 79282 - SHPRH
132658900 132737897 78997 - MOXD1
110527714 110606609 78895 - WASF1
130507155 130585792 78637 - SAMD3
47307227 47385639 78412 - TNFRSF21
127481748 127559877 78129 + RSPO3
82936674 83014167 77493 - IBTK
88356561 88433885 77324 + ORC3L
88280819 88356440 75621 - RARS2
37333525 37408723 75198 + TBC1D22B
55300225 55375250 75025 + GFRAL
33697321 33772317 74996 + ITPR3
100943470 101018272 74802 - SIM1
99428321 99502570 74249 - FBXL4
142510102 142583776 73674 + C6orf55
100475364 100548844 73480 - MCHR2
80397718 80470088 72370 + SH3BGRL2
52393070 52465177 72107 + EFHC1
56928048 57000099 72051 + C6orf65
91282073 91353628 71555 - MAP3K7
34541882 34610976 69094 + PACSIN1
99835257 99904252 68995 - C6orf168
18263661 18332063 68402 + AOF1
32116910 32185131 68221 - TNXB
10870941 10939096 68155 - MAK
144303131 144371246 68115 - PLAGL1
64414389 64482364 67975 + PHF3
123359532 123427308 67776 + C6orf213
116798881 116866133 67252 + DSE
127813022 127879540 66518 - C6orf174
6533932 6600215 66283 + LY86
37708261 37773744 65483 - MDGA1
36318922 36384350 65428 + PNPLA1
11821894 11887052 65158 - C6orf105
11088980 11152563 63583 - ELOVL2
7271889 7334941 63052 - CAGE1
46928297 46990825 62528 - GPR116
134353323 134415444 62121 - SLC2A12
150163078 150224670 61592 + PCMT1
24536383 24597829 61446 - GPLD1
117109059 117169722 60663 + KPNA5
74359823 74420411 60588 - SLC17A5
155808616 155869150 60534 - NOX3
52974056 53034549 60493 - ICK
110059591 110119113 59522 - C6orf199
50789215 50848705 59490 + TFAP2D
44463279 44522757 59478 + CDC5L
237100 296353 59253 + DUSP22
158500957 158559678 58721 - SERAC1
107066422 107125022 58600 + AIM1
90023957 90081673 57716 - GABRR2
107126544 107184045 57501 - RTN4IP1
84800138 84857318 57180 + C6orf117
16346789 16403757 56968 + GMPR
155670910 155727731 56821 - TFB1M
41622141 41678099 55958 + FOXP4
14033181 14088212 55031 + RNF182
117305068 117360006 54938 + RFXDC1
127651551 127706418 54867 - ECHDC1
131936799 131991056 54257 - CRSP3
97117155 97171233 54078 + FHL5
43598052 43651642 53590 - XPO5
36569647 36623225 53578 - STK38
108146850 108200148 53298 - SCML4
132822847 132875859 53012 - STX7
159157186 159209668 52482 - VIL2
80251427 80303866 52439 - C6orf152
139602893 139654849 51956 - TXLNB
110852602 110904537 51935 - SLC22A16
110608316 110660113 51797 + CDC40
4024449 4075995 51546 + C6orf201
41759694 41810776 51082 - TFEB
161093693 161144749 51056 + PLG
7959215 8009646 50431 - MUTED
108639410 108689156 49746 - SNX3
25760407 25809985 49578 + SCGN
11291519 11340884 49365 - NEDD9
58347232 58395655 48423 - GUSBL2
37508990 37557260 48270 + KIAA0082
109820623 109868522 47899 - PPIL6
36518521 36566291 47770 + KCTD20
53470097 53517790 47693 - GCLC
42896771 42944274 47503 + KIAA0240
25891295 25938776 47481 - SLC17A1
151818103 151865373 47270 - RMND1
111986835 112034014 47179 - TRAF3IP2
88049418 88095715 46297 - GJB7
139497941 139543630 45689 + HECA
86216527 86262215 45688 + NT5E
150232047 150277594 45547 - LRP11
52334903 52380433 45530 + PAQR8
37287934 37333350 45416 - C6orf128
137362800 137407991 45191 - IL20RA
7486868 7531945 45077 + DSP
43319199 43363975 44776 + TTBK1
90596378 90640875 44497 + CASP8AP2
90134312 90178484 44172 - RRAGD
160858630 160902567 43937 - LPAL2
3966594 4010216 43622 + PRPF4B
149957864 150001421 43557 - KATNA1
111409983 111453486 43503 + BXDC1
47857756 47900394 42638 + OPN5
43257899 43300302 42403 + PARC
47075772 47118041 42269 - GPR110
117988127 118030374 42247 - GOPC
24603175 24645414 42239 + ALDH5A1
160608201 160650370 42169 - SLC22A2
149867323 149908864 41541 - PPIL4
167383226 167424476 41250 + FGFR1OP
37429768 37470491 40723 + RNF8
18332391 18372750 40359 - DEK
64047520 64087841 40321 - GLULD1
74228208 74267896 39688 + MTO1
105651393 105690914 39521 - BVES
43651922 43691357 39435 + POLH
88239413 88278766 39353 + SLC35A1
97352644 97391921 39277 - GPR63
89944690 89983779 39089 - GABRR1
143813809 143852834 39025 + PEX3
39124594 39163497 38903 + GLP1R
36961709 37000309 38600 + C6orf89
3022056 3060420 38364 + RIPK1
169433507 169471769 38262 - THBS2
24947575 24985562 37987 - C6orf32
107184145 107222103 37958 + QRSL1
80771077 80808956 37879 + TTK
135544145 135582002 37857 + MYB
144513361 144551194 37833 + STX11
13682853 13720499 37646 + SIRT5
25953308 25990493 37185 - SLC17A3
117219940 117256891 36951 - GPRC6A
160513273 160550159 36886 + SLC22A1
35290167 35326587 36420 + SCUBE3
35335487 35371738 36251 + ZNF76
36272527 36308541 36014 + BRPF3
150782141 150817878 35737 + IYD
36773605 36808938 35333 + FLJ43093
127803428 127838552 35124 - KIAA0408
24775253 24809919 34666 + THEM2
109557199 109591796 34597 + C6orf182
53037754 53072342 34588 + FBXO9
44418463 44452881 34418 + SPATS1
134315993 134350322 34329 + TBPL1
3064040 3098279 34239 + BPHL
26584518 26618629 34111 + BTN1A1
33495824 33529444 33620 + SYNGAP1
57161542 57195037 33495 - RAB23
79967682 80001174 33492 - HMGN3
97076437 97109873 33436 + KIAA0776
43411785 43445159 33374 - ZNF318
108469305 108502634 33329 - OSTM1
122762493 122795810 33317 + HSF2
117063473 117096650 33177 - C6orf113
118103362 118136441 33079 + NUS1
135280221 135312937 32716 - ALDH8A1
80681248 80713941 32693 - ELOVL4
133044422 133076881 32459 - VNN1
49909941 49942177 32236 - CRISP1
96132133 96164047 31914 + MANEA
49506956 49538811 31855 - MUT
76019361 76051200 31839 - TMEM30A
49680850 49712511 31661 - RHAG
136621418 136652682 31264 - BCLAF1
79633907 79665038 31131 + IRAK1BP1
29677984 29708839 30855 - GABBR1
114368619 114398967 30348 - HDAC2
130194083 130224109 30026 - C6orf191
165663575 165693509 29934 - C6orf118
169969352 169999249 29897 + C6orf70
137506649 137536478 29829 - IL22RA2
33238446 33268223 29777 - COL11A2
49539054 49568779 29725 + CENPQ
28400495 28429951 29456 - ZNF323
32270598 32299822 29224 - NOTCH4
160118562 160147760 29198 + WTAP
133132201 133161384 29183 - C6orf192
86380657 86409746 29089 - SYNCRIP
3667852 3696935 29083 - C6orf145
43553288 43582269 28981 + TJAP1
30260212 30289132 28920 - TRIM26
122806191 122834651 28460 - SERINC1
7335060 7363267 28207 + RIOK1
88174449 88202494 28045 + C6orf165
44203353 44231233 27880 + TMEM63B
43060307 43088056 27749 + PPP2R5D
151777364 151804791 27427 - ZBTB2
74191313 74218720 27407 - C6orf150
168237108 168264325 27217 + KIF25
38751697 38778895 27198 - GLO1
167313416 167340488 27072 - RNASET2
88441693 88468645 26952 - C6orf166
18236525 18263353 26828 - TPMT
125638194 125664829 26635 - HDDC2
100096984 100123411 26427 - CCNC
167554491 167580812 26321 + TCP10L2
90093063 90119338 26275 - UBE2J1
41148687 41174714 26027 + NFYA
42772317 42798287 25970 - PRPH2
43720787 43746722 25935 + C6orf206
7232802 7258434 25632 - SSR1
44234525 44260117 25592 + CAPN11
25862944 25888419 25475 + SLC17A4
33797424 33822660 25236 - IHPK3
31190601 31215816 25215 + PSORS1C1
50894541 50919634 25093 + TFAP2B
31815755 31840601 24846 + MSH5
99924072 99948801 24729 - COQ3
153111151 153135872 24721 + MYCT1
42231151 42255770 24619 + GUCA1A
167675311 167699912 24601 + UNC93A
149929220 149953760 24540 + C6orf72
119273462 119297978 24516 - MCMDC1
83935346 83959654 24308 - PGM3
35373572 35397524 23952 + DEF6
2893391 2917089 23698 - SERPINB6
106640887 106664502 23615 + PRDM1
13413162 13436593 23431 - TBC1D7
37081400 37104822 23422 + FGD2
35549353 35572763 23410 - TEAD3
110820076 110843446 23370 - DDO
168275042 168298395 23353 - FRMD1
35193826 35217104 23278 - TCP11
26744497 26767741 23244 - ZNF322A
8024637 8047780 23143 - EEF1E1
107456109 107479238 23129 + C6orf203
159368676 159391607 22931 - RSHL2
109955524 109978433 22909 - FLJ42177
108593954 108616704 22750 + NR2E1
74161191 74183791 22600 + DDX43
166703928 166726402 22474 - SFT2D1
27526505 27548858 22353 - ZNF184
8358305 8380624 22319 - SLC35B3
26071049 26093329 22280 + TRIM38
150137572 150159802 22230 - NUP43
39981278 40003433 22155 - MOCS1
105712469 105734563 22094 - POPDC3
71333345 71355327 21982 + C6orf57
137560314 137582200 21886 - IFNGR1
158561909 158583783 21874 + GTF2H5
53099720 53121586 21866 - GCM1
116999275 117021127 21852 + RWDD1
7535430 7557090 21660 + C6orf151
33326026 33347674 21648 - VPS52
126319628 126341265 21637 + HINT3
36441948 36463445 21497 - ETV7
127629712 127651198 21486 + RNF146
24511160 24532469 21309 + MRS2L
24234328 24255609 21281 + NRSN1
49768030 49789215 21185 - CRISP2
36391513 36412640 21127 - DKFZp779B1540
28978758 28999744 20986 - TRIM27
28357342 28378304 20962 + PGBD1
52236770 52257541 20771 - MCM3
109890411 109911133 20722 - ZBTB24
32090549 32111173 20624 + C4A
123152122 123172561 20439 + SMPDL3A
160191711 160212146 20435 + PNLDC1
144206200 144226634 20434 + LTV1
2710664 2730977 20313 + WRNIP1
36930585 36950747 20162 - PPIL1
169921635 169941616 19981 - PHF10
4060926 4080830 19904 - PECI
30728885 30748736 19851 - DHX16
139136349 139156147 19798 + CCDC28A
2945229 2964993 19764 + NQO2
89864935 89884453 19518 - SRrp35
89912487 89932002 19515 + ACY1L2
336759 356193 19434 + IRF4
14225743 14245086 19343 + CD83
136593860 136613142 19282 - FAM54A
16237295 16256455 19160 + MYLIP
88814225 88833269 19044 + SPACA1
35881048 35899830 18782 + LHFPL5
43507466 43526141 18675 + ABCC10
34613557 34632069 18512 - SPDEF
170781102 170799578 18476 + TBP
31853276 31871489 18213 - VARS
37043895 37061927 18032 - MTCH1
32003472 32021427 17955 + C2
31955517 31973443 17926 - EHMT2
26020964 26038818 17854 - SLC17A2
151865535 151883346 17811 + C6orf211
30702631 30720425 17794 + C6orf134
44355880 44373403 17523 - MGC33600
52950709 52968099 17390 - GSTA4
37558685 37575676 16991 - C6orf129
49803054 49820015 16961 - CRISP3
31696575 31713516 16941 + BAT2
24758184 24775094 16910 - TTRAP
13577489 13594394 16905 - C6orf114
32897587 32914482 16895 - TAP2
10506384 10523252 16868 - TFAP2A
30676161 30692999 16838 - PPP1R10
28425737 28442502 16765 + ZKSCAN3
112498674 112515349 16675 - TUBE1
138453618 138470280 16662 - PERP
146160965 146177614 16649 - FBXO30
143857938 143874556 16618 - FUCA2
159232568 159249073 16505 - LOC202459
117044342 117060834 16492 + RSHL3
43747019 43763506 16487 - MRPS18A
30403018 30419484 16466 + TRIM39
167506667 167523040 16373 + CCR6
46205870 46222237 16367 + ENPP4
31762714 31779067 16353 - BAT5
43113333 43129632 16299 - CUL7
34833289 34849549 16260 + SNRPC
30959839 30975910 16071 + DDR1
143788765 143804807 16042 - DEADC1
2832504 2848506 16002 - SERPINB9
109794415 109810340 15925 - CD164
138230273 138246141 15868 + TNFAIP3
31938953 31954753 15800 - SLC44A4
41981069 41996855 15786 - TRFP
41714230 41729959 15729 + MDFI
28647386 28663091 15705 - ZNF452
112481970 112497584 15614 + WISP3
28217694 28233215 15521 + ZNF192
52643863 52659342 15479 + TMEM14A
39374764 39390176 15412 - KCNK17
30775563 30790934 15371 - MDC1
29732787 29748126 15339 + MOG
31218198 31233519 15321 - CCHCR1
43135606 43150811 15205 + KLC4
43039724 43054866 15142 - PEX6
41411504 41426593 15089 + NCR2
35573631 35588623 14992 - TULP1
30803491 30818432 14941 - FLOT1
10803173 10817954 14781 + PAK1IP1
35528115 35542859 14744 + FANCE
127940011 127954651 14640 + C6orf58
33375451 33389967 14516 - TAPBP
44295370 44309856 14486 + SLC29A1
43845923 43860314 14391 + VEGFA
99954923 99969288 14365 - C6orf111
52804498 52818852 14354 - GSTA5
46763824 46778108 14284 + TDRD6
24813144 24827382 14238 - C6orf62
153401783 153415961 14178 - MTRF1L
33773323 33787482 14159 - C6orf125
121798486 121812571 14085 + GJA1
133106702 133120726 14024 - VNN2
44375159 44389041 13882 - AARS2
44189352 44203169 13817 - MRPL14
31714796 31728426 13630 - BAT3
109920756 109934386 13630 - FLJ25791
72055197 72068692 13495 + OGFRL1
26266327 26279553 13226 + HIST1H2BD
142438437 142451629 13192 - NMBR
84278992 84292138 13146 + PRSS35
52723139 52736283 13144 - GSTA2
52869403 52882455 13052 - GSTA3
32191024 32203995 12971 - CREBL1
26510464 26523414 12950 + BTN3A1
31573944 31586879 12935 + MICB
26548741 26561621 12880 + BTN3A3
32593133 32605984 12851 - HLA-DRB5
168526141 168538958 12817 - DACT2
2567145 2579836 12691 - C6orf195
33044414 33057059 12645 + BRD2
170008048 170020601 12553 + C6orf208
155677259 155689792 12533 + CLDN20
153383773 153396288 12515 - FBXO5
28579051 28591549 12498 - GPX6
57145292 57157692 12400 + BAG2
32470490 32482878 12388 - BTNL2
43592768 43605092 12324 + POLR1C
52764347 52776616 12269 - GSTA1
