START STOP SIZE STRAND GENE
92677095 93853948 1176853 + GPC6
65774967 66702464 927497 - PCDH9
95541093 96289812 748719 + HS6ST3
101173035 101852125 679090 - FGF14
108046500 108658356 611856 + MYO16
42685703 43139655 453952 - PIG38
73158149 73606043 447894 - KLF12
70910098 71339331 429233 - DACH1
69172726 69580460 407734 - KLHL1
41038961 41433221 394260 - KIAA0564
100505600 100866707 361107 - VGCNL1
35243477 35603443 359966 - DCAMKL1
97593434 97900022 306588 + FARP1
99056936 99359714 302778 + CLYBL
76516793 76799178 282385 - MYCBP2
94470089 94751684 281595 - ABCC4
100902966 101166794 263828 + ITGBL1
95251837 95503638 251801 - UGCGL2
75092570 75332002 239432 + LMO7
59246300 59485300 239000 - DIAPH3
72254230 72488593 234363 + C13orf24
37108794 37341935 233141 - TRPC4
109757631 109963372 205741 + COL4A2
74757253 74954251 196998 - TBC1D4
112392643 112589467 196824 + ATP11A
27773789 27967232 193443 - FLT1
32058623 32250157 191534 + APRIN
46025303 46215731 190428 + LRCH1
98651163 98836682 185519 + PHGDHL1
32575306 32757878 182572 - STARD13
41520888 41701888 181000 + DGKH
110565782 110745543 179761 + ARHGEF7
47775911 47954023 178112 + RB1
59869122 60046012 176890 + TDRD3
51056644 51232133 175489 + WDFY2
96672574 96844374 171800 + MBNL2
44592671 44756237 163566 + GTF2F2
23202328 23361533 159205 - MIPEP
109599311 109757459 158148 - COL4A1
113765296 113916197 150901 - RASA3
25726755 25876569 149814 + CDK8
94883858 95029907 146049 + CLDN10
22653090 22797304 144214 + SGCG
23632886 23776048 143162 + SPATA13
43905660 44048701 143041 - TSC22D1
50184037 50316076 132039 - DLEU7
19430809 19558939 128130 + ZMYM2
20039207 20163501 124294 + IFT88
27646416 27767469 121053 + PAN3
18895020 19008903 113883 - TPTE2
95127483 95241285 113802 + DNAJC3
20964839 21076307 111468 - EFHA1
40027816 40138734 110918 - FOXO1A
77007859 77116644 108785 + SCEL
23042722 23148231 105509 + TNFRSF19
29674767 29779584 104817 - KATNAL1
42360121 42464377 104256 - EPSTI1
26540437 26644029 103592 - USP12
112187328 112290482 103154 - TUBGCP3
38255292 38358072 102780 + FREM2
27475752 27572703 96951 - FLT3
39127813 39224632 96819 + COG6
49171462 49265058 93596 - KPNA3
23893069 23984948 91879 - PARP4
45434314 45524895 90581 - ZC3H13
20251014 20340840 89826 - XPO4
112704068 112792495 88427 + MCF2L
50837364 50925135 87771 - INTS6
20446578 20533654 87076 - LATS2
28981551 29067721 86170 - SLC7A1
78792099 78877924 85825 - RBM26
29236543 29322160 85617 - UBL3
42495338 42579582 84244 + DNAJC15
31787616 31871805 84189 + BRCA2
20848509 20931423 82914 - ZDHHC20
102047373 102129522 82149 + TPP2
77367616 77447665 80049 - EDNRB
51404805 51483631 78826 - ATP7B
28900776 28975872 75096 + KIAA0774
27018051 27092539 74488 - LNX2
48781944 48855029 73085 - CAB39L
78953287 79026222 72935 + NDFIP2
44937071 45008760 71689 + COG3
97403929 97474550 70621 + RANBP5
97902414 97972253 69839 - STK24
98134056 98202909 68853 - SLC15A1
40783417 40849162 65745 + NARG1L
110091759 110156464 64705 - CARS2
31211678 31275009 63331 + RXFP2
46305513 46368176 62663 - HTR2A
98951728 99013277 61549 + TM9SF2
24236338 24296512 60174 + RNF17
113193310 113252507 59197 + TMCO3
50694507 50753617 59110 + FAM124A
47414792 47473463 58671 - SUCLA2
112078669 112137002 58333 + C13orf28
113287056 113343503 56447 + TFDP1
45598059 45654395 56336 - LCP1
112911086 112967392 56306 + CUL4A
75021927 75078067 56140 + UCHL3
49004082 49057720 53638 - RCBTB1
113599045 113651873 52828 - FAM70B
45525322 45577169 51847 - CPB2
41744288 41795402 51114 + AKAP11
40404164 40454418 50254 - ELF1
36481633 36531823 50190 - FAM48A
