START STOP SIZE STRAND GENE
113304336 114518418 1214082 - CSMD3
31616809 32720284 1103475 + NRG1
50987149 51867980 880831 + SNTG1
100094669 100958983 864314 + VPS13B
63324054 64074765 750711 + FAM77D
85258140 85996629 738489 + LOC138046
140811769 141537860 726091 - NIBP
87947788 88464202 516414 + CNBD1
97726674 98224898 498224 + PGCP
106400322 106885941 485619 + ZFPM2
13991744 14456806 465062 - SGCZ
104900675 105333929 433254 + RIMS2
12985242 13416766 431524 - DLC1
56177570 56601262 423692 + XKR4
73612179 74013136 400957 + KCNB2
69512701 69893810 381109 + C8orf34
9949235 10323803 374568 + MSRA
99536042 99907085 371043 - STK3
40507269 40874500 367231 - ZMAT4
133210437 133562186 351749 - KCNQ3
131133534 131483399 349865 - DDEF1
141737682 142080514 342832 - PTK2
139669659 139995418 325759 - COL22A1
68496961 68821134 324173 - CPA6
59880530 60194321 313791 - TOX
118880786 119193239 312453 - EXT1
53185951 53484856 298905 - ST18
71186820 71478574 291754 - NCOA2
89122151 89408664 286513 - MMP16
69027156 69306451 279295 + DEPDC2
19305951 19584374 278423 - ChGn
18432348 18710666 278318 - PSD3
126173276 126448543 275267 + NSMCE2
121619225 121893910 274685 - SNTB1
133948386 134216325 267939 + TG
131861728 132123854 262126 - ADCY8
35521451 35771722 250271 + UNC5D
108330885 108579430 248545 - ANGPT1
121206532 121453452 246920 + COL14A1
119459407 119703301 243894 - SAMD12
135559212 135794463 235251 - ZFAT1
25098203 25326535 228332 + DOCK5
15442100 15666364 224264 + TUSC3
9450854 9671801 220947 + TNKS
62363103 62576756 213653 + MGC34646
6276479 6489214 212735 + MCPH1
62578373 62789556 211183 - ASPH
1436975 1644047 207072 + DLGAP2
65671245 65873902 202657 - CYP7B1
74624397 74821611 197214 - STAU2
28980714 29176560 195846 - KIF13B
123863081 124055936 192855 + ZHX2
143291347 143482444 191097 - TSNARE1
136538897 136729028 190131 + KHDRBS3
61753892 61942017 188125 + CHD7
30361485 30549276 187791 + RBPMS
108980719 109164742 184023 - RSPO2
125632211 125809840 177629 - MTSS1
39084324 39261592 177268 + ADAM32
102574161 102750995 176834 + GRHL2
120955145 121131937 176792 + DEPDC6
87655278 87825017 169739 - CNGB3
110443881 110611740 167859 + PKHD1L1
98950486 99118120 167634 + MATN2
72272221 72437021 164800 - EYA1
70747128 70909762 162634 - SLCO5A1
28804143 28965334 161191 + HMBOX1
103334744 103493671 158927 - EDD1
17545583 17702666 157083 - MTUS1
92330691 92479554 148863 + SLC26A7
27224915 27372820 147905 + PTK2B
68272450 68418466 146016 - ARFGEF1
