START STOP SIZE STRAND GENE
40306212 41140909 834697 - DSCAM
31238437 31853161 614724 - TIAM1
21292503 21833085 540582 + NCAM2
29831126 30234153 403027 - GRIK1
37918656 38210566 291910 - KCNJ6
26174732 26465003 290271 - APP
38675670 38955488 279818 - ERG
35081968 35343465 261497 - RUNX1
33936653 34183479 246826 + ITSN1
37045058 37284373 239315 - HLCS
44742202 44955923 213721 - C21orf29
45318942 45470902 151960 + ADARB1
16024366 16174248 149882 + USP25
37661728 37809347 147619 + DYRK1A
18563560 18697844 134284 - PRSS7
32167498 32298248 130750 + HUNK
43773500 43903802 130302 - HSF2BP
36458708 36588441 129733 + DOPEY2
39479273 39607426 128153 - BRWD1
42946930 43068685 121755 + PDE9A
46568482 46690106 121624 + PCNT
37377116 37497276 120160 + TTC3
44109543 44228980 119437 + AGPAT3
46703317 46813028 109711 + DIP2A
41461597 41570394 108797 + BACE2
45649524 45758061 108537 + COL18A1
26760399 26867452 107053 - CYYR1
32706622 32809568 102946 + C21orf63
32922943 33022148 99205 - SYNJ1
34810655 34909252 98597 - DSCR1
14403007 14501125 98118 - LIPI
42492867 42590421 97554 + ABCG1
29374743 29470071 95328 + C21orf7
44256633 44350858 94225 + TMEM1
46094302 46186795 92493 + PCBP3
44597998 44687118 89120 + TRPM2
9928074 10012791 84717 - TPTE
42792810 42874618 81808 + SLC37A1
42356136 42436174 80038 + UMODL1
42094393 42172660 78267 - PRDM15
10042712 10120796 78084 - BAGE3
25933459 26009106 75647 + JAM2
34367692 34437198 69506 + MRPS6
38348183 38415324 67141 - DSCR4
34740858 34806443 65585 - KCNE1
29222336 29287095 64759 - ZNF294
39745649 39809302 63653 + SH3BGR
40161216 40223190 61974 + PCP4
39171084 39232223 61139 - FLJ45139
14779419 14840535 61116 - SAMSN1
31965419 32026133 60714 - SFRS15
43267711 43326757 59046 + PKNOX1
29599430 29656086 56656 + BACH1
36614375 36670813 56438 + MORC3
17807200 17861135 53935 + CXADR
36993860 37044088 50228 + SIM2
46479475 46529664 50189 - MCM3AP
34963557 35012389 48832 + CLIC6
33726662 33774120 47458 - TMEM50B
41655819 41702739 46920 + MX2
27215656 27260703 45047 - ADAMTS5
38550739 38595614 44875 + KCNJ15
37517595 37561703 44108 - DSCR3
42697087 42740843 43756 + UBASH3A
41758350 41801948 43598 - TMPRSS2
43963405 44006608 43203 + PDXK
42178290 42219847 41557 - C21orf25
41610530 41651524 40994 + FAM3B
46433466 46473119 39653 - LSS
39699639 39737998 38359 - C21orf13
33798143 33836286 38143 - GART
45184382 45221315 36933 + C21orf70
33029001 33065869 36868 - C21orf66
26029569 26066210 36641 + GABPA
43903859 43940386 36527 + KIAA0179
38415436 38450474 35038 + DSCR8
45130313 45165232 34919 - ITGB2
33619083 33653996 34913 + IFNAR1
46342469 46377189 34720 + COL6A2
33697071 33731696 34625 + IFNGR2
33524100 33558688 34588 + IFNAR2
33837219 33871682 34463 + SON
41720023 41753008 32985 + MX1
45013383 45046166 32783 - UBE2G2
36679558 36710994 31436 + CHAF1B
13904368 13935777 31409 + ANKRD21
33560541 33591390 30849 + IL10RB
43142404 43172747 30343 - WDR4
29318808 29348676 29868 + USP16
46879954 46909290 29336 + PRMT2
45759056 45786779 27723 - SLC19A1
42032597 42060318 27721 - RIPK4
44544357 44571684 27327 + PFKL
34669668 34696938 27270 + C21orf51
18086994 18112513 25519 - C21orf91
45093940 45118169 24229 - PTTG1IP
42665068 42689269 24201 - TMPRSS3
45508271 45532235 23964 - POFUT2
44351635 44375490 23855 + PWP2
42765667 42789470 23803 - TSGA2
42280008 42303519 23511 - ZNF295
46405497 46428729 23232 - C21orf56
43346369 43369493 23124 - CBS
32585994 32608963 22969 + MRAP
46545474 46568213 22739 - C21orf58
18539020 18561556 22536 + CHODL
25879840 25901672 21832 - MRPL39
33087745 33107829 20084 - C21orf62
36754788 36774258 19470 - CLDN14
46380604 46399909 19305 - FTCD
39099718 39118749 19031 + ETS2
29350517 29367881 17364 - CCT8
39674139 39691486 17347 + WRB
36337853 36354481 16628 - SETD4
43186446 43202841 16395 + NDUFV3
44490650 44506527 15877 - DNMT3L
44033858 44049585 15727 + D21S2056E
39890946 39906238 15292 - C21orf88
43386135 43400703 14568 - U2AF1
44471151 44485262 14111 - ICOSLG
29299952 29313554 13602 - C21orf6
37502673 37515906 13233 + DSCR9
37300732 37313826 13094 + DSCR6
43658826 43671436 12610 - SNF1LK
45049959 45062472 12513 - SUMO3
34197627 34210028 12401 - ATP5O
44530190 44542530 12340 + AIRE
14510349 14522552 12203 + RBM11
44377923 44390020 12097 + C21orf33
14665309 14677380 12071 - STCH
36429132 36440728 11596 + CBR3
46530694 46542092 11398 + C21orf57
26018662 26029836 11174 - ATP5J
32562402 32573247 10845 - C21orf45
33872081 33882884 10803 - DONSON
32895979 32906537 10558 - C21orf59
44573254 44583574 10320 - C21orf2
31953805 31963112 9307 + SOD1
29170345 29179564 9219 - N6AMT1
27130478 27139599 9121 - ADAMTS1
32870732 32879687 8955 - TCP10L
39469257 39477310 8053 - DSCR2
37359546 37367264 7718 - PIGP
15255426 15262718 7292 - NRIP1
34658192 34665310 7118 + KCNE2
39636111 39642917 6806 - HMGN1
46842958 46849424 6466 - S100B
39951123 39956685 5562 + B3GALT5
45664058 45669413 5355 - C21orf123
45179070 45184188 5118 - C21orf67
42639537 42644176 4639 - TFF2
42004748 42009004 4256 - C21orf129
42655459 42659713 4254 - TFF1
43694331 43698210 3879 + C21orf125
43462209 43465982 3773 + CRYAA
39043036 39046601 3565 - C21orf24
42605232 42608775 3543 - TFF3
44699820 44703165 3345 + LRRC3
33320162 33323371 3209 + OLIG2
36364154 36367332 3178 + CBR1
44018259 44020687 2428 - CSTB
45177156 45179316 2160 - C21orf69
34389367 34391524 2157 + SLC5A3
33364442 33366595 2153 + OLIG1
17999596 18001644 2048 + C21orf114
30508200 30510189 1989 - CLDN8
13973491 13975330 1839 - LOC441956
44818033 44819415 1382 + KRTAP10-4
44835576 44836814 1238 - KRTAP10-6
44844924 44846107 1183 + KRTAP10-7
44871467 44872638 1171 + KRTAP10-9
30613322 30614478 1156 - KRTAP26-1
44881700 44882798 1098 + KRTAP10-10
44794745 44795816 1071 - KRTAP10-2
44783495 44784506 1011 - KRTAP10-1
44890758 44891765 1007 + KRTAP10-11
44823991 44824909 918 - KRTAP10-5
31174836 31175745 909 - KRTAP11-1
44856423 44857299 876 + KRTAP10-8
44941514 44942387 873 + KRTAP10-12
32687312 32688131 819 + C21orf119
44910534 44911272 738 - KRTAP12-2
44802333 44803071 738 - KRTAP10-3
30460131 30460806 675 - CLDN17
44925920 44926506 586 - KRTAP12-1
30690212 30690794 582 + KRTAP13-1
31106886 31107441 555 - KRTAP8-1
30785652 30786146 494 - KRTAP19-3
44898557 44899004 447 - KRTAP12-4
44902276 44902686 410 + KRTAP12-3
30774234 30774507 273 - KRTAP19-1
