START STOP SIZE STRAND GENE
28364220 29507938 1143718 - ACCN1
56110014 56824973 714959 + BCAS3
47062682 47591086 528404 - CA10
61729387 62237324 507937 + PRKCA
68153683 68600427 446744 - SLC39A11
61062398 61489655 427257 - CCDC46
52688929 53112298 423369 + MSI2
76133662 76554762 421100 + KIAA1303
27843740 28228015 384275 - MYO1D
11442472 11813788 371316 + DNAH9
51585837 51915006 329169 + ANKFN1
9094513 9420000 325487 - STX8
32516039 32841015 324976 - ACACA
11085770 11402921 317151 + FLJ45455
24977090 25281144 304054 - SSH2
43565803 43862551 296748 - SKAP1
9754650 10042593 287943 - GAS7
26446242 26725590 279348 + NF1
1909887 2153769 243882 - SMG6
2646481 2887781 241300 + GARNL4
54188230 54417314 229084 + PPM1E
8865583 9084078 218495 + NTN1
55609472 55824368 214896 - USP32
12633580 12835684 202104 + KIAA0672
50401124 50596151 195027 + STXBP4
78303226 78494349 191123 + TBCD
15875983 16059570 183587 - NCOR1
382698 564758 182060 - VPS53
57114766 57295537 180771 - BRIP1
72827743 73008269 180526 + SEPT9
649334 829760 180426 - NXN
853509 1029881 176372 - ABR
62504527 62671774 167247 - HELZ
42023397 42189993 166596 + NSF
63252241 63410954 158713 + BPTF
8318254 8474761 156507 - MYH10
46397987 46553094 155107 - SPAG9
23393311 23547529 154218 + NLK
24742068 24895628 153560 + TAOK1
19930927 20081073 150146 + SPECC1
26742767 26889352 146585 + RAB11FIP4
16886831 17029598 142767 + M-RIP
41463128 41605371 142243 - KIAA1267
34670366 34811402 141036 - FBXL20
62293 202576 140283 - RPH3AL
13913443 14052717 139274 + COX10
25320326 25459595 139269 + EFCAB5
30938405 31077541 139136 + AP2B1
3854488 3993063 138575 - ZZEF1
53989037 54124415 135378 - TEX14
57910135 58044757 134622 + TLK2
55139810 55273235 133425 + TMEM49
41327623 41458611 130988 + MAPT
17525511 17655488 129977 + RAI1
64922433 65051067 128634 + MAP2K6
54414792 54539011 124219 - TRIM37
11864859 11987775 122916 + MAP2K4
57377823 57497425 119602 - THRAP1
59971196 60088848 117652 - SMURF2
42756348 42873674 117326 + C17orf57
59578527 59694385 115858 - TEX2
63815190 63928595 113405 + ARSG
16061260 16170296 109036 + PIGL
3128013 3236337 108324 - OR3A2
74181726 74289971 108245 - PSCD1
39828176 39936328 108152 - GPATCH8
78494956 78602975 108019 - B3GNTL1
32380370 32488283 107913 + AATF
58132407 58239427 107020 - RNF190
24424653 24531533 106880 - MYO18A
13339730 13445969 106239 - HS3ST3A1
6299348 6400601 101253 - PITPNM3
68845406 68945808 100402 - SDK2
4013949 4114000 100051 - ANKFY1
19081302 19180620 99318 + EPN2
35174723 35273967 99244 - IKZF3
12510230 12607686 97456 + MYOCD
64655743 64752551 96808 - ABCA10
71651450 71747985 96535 - RNF157
4120876 4216722 95846 - UBE2G1
75528415 75624242 95827 - TBC1D16
19618057 19711822 93765 - ULK2
42963602 43055634 92032 + NPEPPS
2443685 2535638 91953 + PAFAH1B1
32952045 33043559 91514 - AP1GBP1
1784722 1874928 90206 - RTN4RL1
25730109 25819825 89716 + CPD
34473082 34561298 88216 - PLXDC1
64375024 64463128 88104 - ABCA8
70825752 70913384 87632 - GRB2
59474491 59561208 86717 - ERN1
3564671 3651286 86615 - ITGAE
64482576 64568731 86155 - ABCA9
17349603 17435719 86116 - PEMT
55875301 55958362 83061 - APPBP2
78070882 78153743 82861 + FOXK2
76623556 76705827 82271 + BAIAP2
72376392 72458065 81673 + MGAT5B
38449843 38530934 81091 - BRCA1
30360243 30440407 80164 - RFFL
77134358 77214493 80135 - NPLOC4
45031246 45110524 79278 - SPOP
69257003 69336271 79268 - C17orf54
37604721 37681950 77229 - STAT5B
70178864 70255068 76204 + RAB37
72648616 72724774 76158 + SEC14L1
55052037 55127254 75217 + CLTC
37718868 37794039 75171 - STAT3
33941330 34015709 74379 - SNIP
59053532 59127401 73869 + MAP3K3
18702216 18775305 73089 + PRPSAP2
74360655 74433067 72412 - TIMP2
19749343 19821721 72378 - AKAP10
10144907 10217047 72140 - MYH13
5358162 5428550 70388 - NLRP1
54763834 54833877 70043 + YPEL2
18794713 18864722 70009 + SLC5A10
25467959 25537617 69658 + CCDC55
42552624 42621664 69040 - CDC27
64754386 64823369 68983 - ABCA5
62391474 62459980 68506 + CACNG4
1680094 1748119 68025 + RPA1
44727484 44794834 67350 - ZNF652
27493761 27560869 67108 + RHOT1
9420711 9487427 66716 + WDR16
