START STOP SIZE STRAND GENE
140822727 142723002 1900275 - LRP1B
114916128 116318166 1402038 + DPP10
212072320 213228793 1156473 - ERBB4
79651780 80787562 1135782 + CTNNA2
213974671 215100728 1126057 + SPAG16
205236021 206306043 1070022 + PARD3B
124499093 125389142 890049 + CNTNAP5
29327292 30056083 728791 - ALK
65575495 66223423 647928 + FLJ16124
143720694 144359652 638958 + ARHGAP15
236184769 236815863 631094 + CENTG2
99626333 100179486 553153 - AFF3
1763183 2305342 542159 - MYT1L
45790693 46326779 536086 + PRKCE
154626518 155135996 509478 + GALNT13
133516221 134013093 496872 - NAP5
170860161 171336490 476329 + MYO3B
163053423 163520747 467324 - KCNH7
33084042 33536224 452182 + LTBP1
28025132 28473416 448284 + BRE
178318318 178762989 444671 - PDE11A
180132224 180551573 419349 - ZNF533
44500753 44911380 410627 + C2orf34
15257629 15652052 394423 - NAG
196889482 197282841 393359 - HECW2
144537314 144923761 386447 - GTDC1
182832688 183212759 380071 - PDE1A
232651898 233027191 375293 + DIS3L2
43369641 43734828 365187 - THADA
63367173 63727263 360090 - LOC51057
162306452 162665750 359298 + SLC4A10
230047854 230404776 356922 - DNER
239706635 240058897 352262 - HDAC4
185288598 185629718 341120 + ZNF804A
62844783 63185270 340487 + EHBP1
135791307 136122538 331231 - ZRANB3
196427933 196759037 331104 - DNAH7
169138341 169456659 318318 + LASS6
173426113 173743122 317009 + RAPGEF4
40253795 40569095 315300 - SLC8A1
153017258 153331854 314596 + FMNL2
121811584 122123282 311698 - CLASP1
188982895 189286156 303261 + GULP1
25511764 25808154 296390 - DTNB
111272844 111568152 295308 + ACOXL
168636037 168929612 293575 - STK39
158853986 159138722 284736 - LOC130940
159650652 159914675 264023 + TANC1
135047292 135310302 263010 - TMEM163
32493380 32755614 262234 + BIRC6
152519650 152781052 261402 - CACNB4
152167362 152416454 249092 - NEB
229714194 229961486 247292 - PID1
192640254 192885150 244896 - TMEFF2
69152139 69387951 235812 + ANTXR1
169810367 170044520 234153 - LRP2
71592414 71825547 233133 + DYSF
62044453 62274855 230402 + COMMD1
133008347 133236911 228564 + GPR39
31044984 31273222 228238 - GALNT14
73524540 73748701 224161 + ALMS1
45527470 45750054 222584 - SRBD1
160956021 161175812 219791 - RBMS1
120233436 120451267 217831 + PTPN4
215621772 215828657 206885 - ABCA12
175489740 175695461 205721 - CHN1
197684755 197888268 203513 - ANKRD44
228670181 228871847 201666 - SKIP
178884880 179086380 201500 + OSBPL6
121266088 121465186 199098 + GLI2
9297491 9496404 198913 + DDEF2
134842899 135040200 197301 + MGAT5
30581773 30778741 196968 + LYCAT
101773005 101969669 196664 + MAP4K4
36495047 36689928 194881 + CRIM1
136122814 136316570 193756 + R3HDM1
32764779 32957767 192988 + TTC27
173766193 173958245 192052 + ZAK
49101302 49293281 191979 - FSHR
199959729 200150707 190978 - SATB2
203067104 203257979 190875 + BMPR2
54254060 54443931 189871 + ACYP2
4731025 4919881 188856 - TSSC1
39388073 39575870 187797 - MAP4K3
24718996 24905219 186223 + NCOA1
237014793 237198092 183299 - IQCA
198656805 198838554 181749 + PLCL1
191935635 192115548 179913 + MYO1B
149720488 149897280 176792 + LOC130576
85272391 85449162 176771 + TCF7L1
100895130 101071805 176675 + NPAS2
174762682 174938872 176190 - GTPBP9
207133873 207308183 174310 + ADAM23
200996301 201168758 172457 + DNAPTP6
171674076 171842467 168391 - TLK1
120486898 120652924 166026 + EPB41L5
143468950 143633606 164656 + KYNU
42308166 42471337 163171 + EML4
11272375 11435309 162934 - ROCK2
69621109 69782500 161391 - AAK1
233387545 233548823 161278 + TNRC15
227526277 227687096 160819 + RHBDD1
155380600 155538522 157922 + KCNJ3
24337385 24495028 157643 - ITSN2
165366766 165523435 156669 - COBLL1
179799036 179954752 155716 - SESTD1
234308290 234463945 155655 + UGT1A8
230457434 230612160 154726 - TRIP12
222108253 222262515 154262 - EPHA4
210269908 210421484 151576 + MAP2
210710940 210861557 150617 - FLJ23861
227854785 228005012 150227 + COL4A3
75187884 75337928 150044 - TACR1
105819871 105969244 149373 + NCK2
8947298 9094474 147176 - MBOAT2
