START STOP SIZE STRAND GENE
59710077 61212164 1502087 - FHIT
78729079 79721751 992672 - ROBO1
55517375 56477431 960056 - ERC2
2117246 3074645 957399 + CNTN4
54131732 55083622 951890 + CACNA2D3
176059812 177006128 946316 + NAALADL2
174598945 175483818 884873 + NLGN1
6877926 7758217 880291 + GRM7
115540214 116348817 808603 - ZBTB20
61522284 62254737 732453 + PTPRG
29297946 30021623 723677 + RBMS3
65321089 65999265 678176 - MAGI1
189413422 190080143 666721 + LPP
117011833 117647068 635235 - LSAMP
141136904 141769328 632424 + CLSTN2
71087426 71715830 628404 - FOXP1
160474245 161097841 623596 + SCHIP1
77172620 77779351 606731 + ROBO2
193342427 193928074 585647 - FGF12
144466762 145049987 583225 - SLC9A9
17174902 17757403 582501 - TBC1D5
68136143 68677459 541316 + FAM19A1
132736276 133236542 500266 - CPNE4
62359061 62836094 477033 - CADPS
135996957 136462003 465046 + EPHB1
39826306 40276808 450502 + MYRIP
159310593 159745276 434683 + RSRC1
125296274 125721388 425114 + KALRN
157321049 157739095 418046 + KCNAB1
137538696 137953943 415247 - STAG1
172264371 172660554 396183 - TNIK
19165020 19552139 387119 + KCNH8
89239363 89613972 374609 + EPHA3
24139235 24511317 372082 - THRB
37468816 37836285 367469 + ITGA9
101019370 101380136 360766 + C3orf26
134239950 134597753 357803 + TMEM108
4510135 4864079 353944 + ITPR1
152287373 152634508 347135 + MED12L
85858321 86200638 342317 + CADM2
21437653 21767820 330167 - ZNF659
132228424 132552001 323577 + NEK11
53504115 53821001 316886 + CACNA1D
161956697 162271515 314818 + PPM1L
1109628 1420278 310650 + CNTN6
179736925 180044919 307994 + KCNMB2
58702776 59010755 307979 - FLJ42117
108724479 109007395 282916 + BBX
11289101 11571556 282455 + ATG7
67507835 67787698 279863 - SUCLG2
124813834 125085839 272005 - MYLK
81621547 81893435 271888 - GBE1
8997277 9265737 268460 - SRGAP3
121028237 121295203 266966 - GSK3B
190831917 191097764 265847 + TP73L
127905815 128161942 256127 + CHCHD6
43382843 43638461 255618 - TMEM16K
129355010 129610186 255176 + EEFSEC
198259732 198513757 254025 - DLG1
174089851 174341703 251852 - SPATA16
184378532 184628557 250025 - MCF2L2
120102170 120347588 245418 - IGSF11
101950870 102195004 244134 - ABI3BP
73514341 73756762 242421 - PDZRN3
186012660 186253094 240434 + VPS8
158461399 158700045 238646 - VEPH1
181000751 181237219 236468 - PEX5L
130849334 131082007 232673 - TMCC1
69871322 70100176 228854 + MITF
33512741 33734852 222111 - CLASP2
158026797 158246620 219823 + FLJ16641
187349713 187562705 212992 - DGKG
213649 426098 212449 + CHL1
106859798 107070577 210779 - CBLB
106568879 106776709 207830 + ALCAM
196270311 196473174 202863 - C3orf21
68863607 69064401 200794 - FAM19A4
16332356 16530226 197870 - RFTN1
153468526 153666266 197740 + MBNL1
102525811 102714775 188964 - SENP7
137167264 137349431 182167 + PPP2R3A
186844229 187025529 181300 - IGF2BP2
178221874 178397742 175868 - TBL1XR1
168679173 168853991 174818 - WDR49
63404063 63577636 173573 + SYNPR
64476372 64648405 172033 - ADAMTS9
112876212 113047984 171772 + PLCXD2
57718213 57889934 171721 + SLMAP
25444757 25614424 169667 + RARB
196476775 196645049 168274 - CENTB2
36397100 36564500 167400 + STAC
11572543 11737037 164494 - VGLL4
124486088 124650082 163994 - ADCY5
57969200 58133015 163815 + FLNB
45405078 45565332 160254 + LARS2
110159780 110319658 159878 - MORC1
100840143 100997848 157705 + COL8A1
16949585 17107089 157504 + PLCL2
113342442 113495764 153322 - SLC9A10
190372464 190523972 151508 + FAM79B
151013201 151162621 149420 + RNF13
188131217 188279043 147826 + ST6GAL1
12305435 12450840 145405 + PPARG
161457489 161600022 142533 - IFT80
143508149 143649551 141402 - XRN1
50375233 50515896 140663 - CACNA2D2
52913667 53054321 140654 - SFMBT1
52556897 52694892 137995 - PB1
150720730 150858480 137750 - WWTR1
191714592 191852003 137411 + IL1RAP
172801346 172938574 137228 - PLD1
49952595 50089685 137090 + RBM6
63825272 63961367 136095 + ATXN7
66376316 66512039 135723 + SLC25A26
128890608 129024749 134141 - MGLL
32255174 32386815 131641 + CMTM8
64054590 64186171 131581 - PRICKLE2
180853642 180984683 131041 + USP13
126284171 126414273 130102 - SLC12A8
143650777 143780349 129572 - ATR
27178760 27307988 129228 - NEK10
183993992 184122121 128129 + ATP11B
142688623 142813895 125272 + RASA2
30742695 30867341 124646 - GADL1
125964485 126088834 124349 - ITGB5
10342744 10466546 123802 - ATP2B2
37259741 37383245 123504 + GOLGA4
120495909 120619254 123345 + CDGAP
37878672 38000964 122292 + CTDSPL
10832916 10955146 122230 + SLC6A11
132096131 132218251 122120 + ATP2C1
66511911 66633535 121624 - LRIG1
37069502 37191086 121584 - LRRFIP2
193997310 194118652 121342 - C3orf59
186563671 186683329 119658 + MAP3K13
171667262 171786560 119298 - SLC7A14
140761731 140879538 117807 - NMNAT3
49566925 49683980 117055 + BSN
156680372 156796869 116497 - PLCH1
14835809 14950899 115090 + FGD5
35696119 35810991 114872 + ARPP-21
184898307 185013110 114803 + YEATS2
194640605 194755398 114793 - ATP13A4
122632970 122747543 114573 - POLQ
20056527 20170898 114371 + PCAF
112743545 112853906 110361 + CD96
139388845 139498917 110072 + ARMC8
33293937 33403121 109184 + FBXL2
115040369 115148710 108341 + GRAMD1C
47032925 47140084 107159 - SETD2
4377829 4483954 106125 - SUMF1
99997503 100103223 105720 - DCBLD2
109791273 109896382 105109 + DZIP3
38862263 38967056 104793 - SCN11A
194793813 194898017 104204 + OPA1
13332736 13436809 104073 - NUP210
139856928 139960883 103955 - PIK3CB
31549494 31652560 103066 + STT3B
123385219 123488032 102813 + CASR
133759683 133861624 101941 - ACAD11
38564557 38666167 101610 - SCN5A
51408337 51509041 100704 - VPRBP
33013234 33113632 100398 - GLB1
139695886 139795827 99941 - CEP70
166179388 166278984 99596 - SI
72881119 72980288 99169 - SHQ1
185120427 185218377 97950 - ABCC5
14691689 14789546 97857 + C3orf20
116825141 116922842 97701 + GAP43
135134239 135231426 97187 - SLCO2A1
48763096 48860274 97178 - PRKAR2A
114734182 114830960 96778 + SIDT1
142253440 142350150 96710 + SPSB4
38713840 38810505 96665 - SCN10A
14964239 15059854 95615 + NR2C2
124268654 124363565 94911 + PDIA5
102427977 102522109 94132 - IMPG2
124693093 124786722 93629 - PTPLB
115165675 115258150 92475 - KIAA1407
197955224 198047662 92438 + PAK2
113085499 113177809 92310 + PHLDB2
58293656 58385918 92262 + PXK
147269927 147361980 92053 - PLOD2
44778288 44869747 91459 + KIF15
143825041 143915199 90158 + PLS1
38182029 38271979 89950 + OXSR1
168936224 169026056 89832 + SERPINI1
129927676 130016339 88663 + RAB7A
32701701 32790358 88657 + CNOT10
26639303 26727267 87964 + LRRC3B
168441122 168528478 87356 - FLJ23049
138063770 138150665 86895 + NCK1
169209932 169296371 86439 - GOLPH4
180349012 180435197 86185 + PIK3CA
101811134 101896955 85821 + GPR128
122865639 122951292 85653 - GOLGB1
23822442 23907810 85368 + UBE2E1
45611354 45696569 85215 + LIMD1
30623041 30708147 85106 + TGFBR2
14419109 14503973 84864 + SLC6A6
123996596 124081451 84855 + DIRC2
101694152 101778975 84823 + TMEM45A
184215709 184300062 84353 - MCCC1
27389217 27473249 84032 - SLC4A7
8896560 8980146 83586 - RAD18
171422926 171506466 83540 + PRKCI
38055699 38139233 83534 + DLEC1
143925963 144009427 83464 + TRPC1
173831136 173911710 80574 - AADACL1
12600107 12680678 80571 - RAF1
199006454 199086766 80312 + LRCH3
130641665 130721888 80223 + IFT122
137451845 137531703 79858 + PCCB
52084309 52163460 79151 - WDR51A
10181562 10260427 78865 + IRAK2
114564401 114643030 78629 - WDR52
199175380 199253878 78498 + LMLN
28258127 28336265 78138 + MGC61571
127207897 127285832 77935 - SLC41A3
45934399 46012304 77905 - FYCO1
15271367 15348892 77525 - SH3BP5
143153041 143230148 77107 - TFDP2
127305105 127382183 77078 - ALDH1L1
121368568 121445635 77067 - GPR156
57103317 57179353 76036 - IL17RD
18364438 18440344 75906 - SATB1
109504021 109579815 75794 + HHLA2
135687766 135763306 75540 + CEP63
134601487 134676754 75267 + BFSP2
95181671 95256811 75140 + ARL13B
114414064 114488993 74929 + BOC
56736485 56810993 74508 - ARHGEF3
126648184 126721748 73564 - SNX4
188418643 188492172 73529 - MASP1
10043127 10116344 73217 + FANCD2
114644258 114716693 72435 - CCDC52
33814560 33886198 71638 + PDCD6IP
15466644 15538262 71618 - COLQ
144019409 144090632 71223 - PCOLCE2
199104258 199175184 70926 - IQCG
71814567 71885465 70898 - EIF4E3
44355271 44425943 70672 + C3orf23
124403498 124474043 70545 + SEC22A
12914373 12983960 69587 - IQSEC1
73128808 73197701 68893 + PPP4R2
139462976 139531426 68450 - TXNDC6
38363243 38431471 68228 + XYLB
184688040 184756110 68070 - KLHL6
131880475 131948348 67873 - PIK3R4
57586223 57653844 67621 - FAM116A
157071026 157138223 67197 + GMPS
173954999 174021965 66966 + ECT2
25614478 25680792 66314 - TOP2B
8518510 8584805 66295 + LMCD1
152412604 152478852 66248 - P2RY14
126730391 126796624 66233 - OSBPL11
123256910 123322672 65762 + CD86
49482594 49548048 65454 + DAG1
161700663 161766078 65415 - KPNA4
114948597 115013591 64994 + ATP6V1A
42724885 42789748 64863 - CCDC13
166973394 167037952 64558 - BCHE
43303099 43367634 64535 + SNRK
182113153 182177650 64497 + FXR1
49042145 49106508 64363 - QRICH1
129124953 129189203 64250 + KLHDC6
196963220 197027458 64238 - MUC4
25735778 25799926 64148 - NGLY1
45098773 45162918 64145 - CDCP1
47299443 47363309 63866 + KLHL18
120904562 120968377 63815 + C3orf15
95264544 95328320 63776 + NSUN3
186391115 186454518 63403 - EHHADH
198083086 198146409 63323 + SENP5
32408166 32471337 63171 + CMTM7
192529575 192592666 63091 + CCDC50
142433400 142496173 62773 + ACPL2
48935201 48997973 62772 + ARIH2
187246811 187309579 62768 - ETV5
101462545 101525205 62660 + TBC1D23
147633779 147696420 62641 - PLSCR2
49289997 49352519 62522 - USP4
49736731 49798977 62246 - IHPK1
112273554 112335752 62198 + PVRL3
32123147 32185205 62058 + GPD1L
46534875 46596576 61701 - LRRC2
99934261 99995924 61663 + ST3GAL6
109362349 109423938 61589 - IFT57
170285251 170346795 61544 - EVI1
13835082 13896619 61537 - WNT7A
134802184 134863388 61204 - TOPBP1
53296427 53356653 60226 - DCP1A
52719841 52779979 60138 - NEK4
47867189 47926807 59618 - MAP4
49210864 49270159 59295 + CCDC36
147392823 147451568 58745 - PLSCR4
39484174 39542859 58685 + MOBP
5138929 5197599 58670 + ARL8B
42825979 42883778 57799 + CCBP2
52848937 52906587 57650 - TMEM110
37009982 37067341 57359 + MLH1
58198348 58255499 57151 + ABHD6
121595816 121652515 56699 - FSTL1
11806919 11863352 56433 - C3orf31
150230611 150287015 56404 - HLTF
45705946 45761904 55958 + SACM1L
185029881 185085356 55475 - PARL
121888764 121944074 55310 - RABL3
46938224 46993243 55019 - CCDC12
19895971 19950676 54705 - EFHB
47244888 47299092 54204 - KIF9
16191159 16245151 53992 + GALNTL2
123941535 123995340 53805 - HSPBAP1
139263531 139317149 53618 - DZIP1L
138159404 138212618 53214 + IL20RB
49371584 49424530 52946 - RHOA
131633453 131686386 52933 + FLJ35880
9666211 9719069 52858 + MTMR14
42176668 42229111 52443 + TRAK1
114124221 114176627 52406 - CD200R1
180599703 180652073 52370 - GNB4
33404834 33456874 52040 - UBP1
9518480 9570486 52006 - LHFPL4
130756715 130808359 51644 - PLXND1
123036723 123088062 51339 + EAF2
44941664 44992618 50954 - ZDHHC3
168884398 168935296 50898 - PDCD10
151609485 151660311 50826 + TSC22D2
115330246 115380446 50200 - DRD3
143078167 143128080 49913 + ATP1B3
197453567 197502894 49327 - PCYT1A
184836112 184885004 48892 + KLHL24
155476159 155524973 48814 - DHX36
12501027 12549811 48784 + TSEN2
128190199 128238926 48727 + PLXNA1
150374073 150422277 48204 - CP
42617150 42665236 48086 + NKTR
180224228 180272286 48058 - ZMAT3
159845018 159893063 48045 + GFM1
3816549 3864303 47754 + LRRN1
135804821 135852562 47741 - KY
123095976 123143147 47171 + SLC15A2
152538073 152585242 47169 - P2RY12
47819654 47866686 47032 + DHX30
137350457 137397386 46929 - MSL2L1
15222736 15269426 46690 + CAPN7
171239404 171285883 46479 + GPR160
152127051 152173484 46433 - CLRN1
57458804 57505108 46304 - FLJ44290
110109339 110155310 45971 - GUCA1C
195789699 195835410 45711 - TMEM44
